9081708201 3696901075 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 8726 D 12345678912 423613370414 0000000000000000000000 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 66408025 20809724 ST 71 48130871 FLUJOFLUJOFLUJO CANALCANAL 77990663 94250240 TECNOTECNO 20 TIP S 54711851946495736
3850730132 2156949008 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 4245 D 12345678912 783272844225 1111111111111111111111 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 55638421 64645015 ST 57 82028616 FLUJOFLUJOFLUJO CANALCANAL 10247854 58747801 TECNOTECNO 30 TIP S 33692653837453850
3705898992 8390573626 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 9813 D 12345678912 917266689146 2222222222222222222222 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 95279893 11733914 ST 90 87962900 FLUJOFLUJOFLUJO CANALCANAL 51519308 35455476 TECNOTECNO 15 TIP S 09419596416034200
3344759842 0757456456 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 1350 D 12345678912 874188821624 3333333333333333333333 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 36108688 93912991 ST 82 46372579 FLUJOFLUJOFLUJO CANALCANAL 43397094 55330991 TECNOTECNO 03 TIP S 73273191871217648
3163018694 5828901292 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 9215 D 12345678912 726264299360 4444444444444444444444 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 51538207 53374864 ST 00 84345766 FLUJOFLUJOFLUJO CANALCANAL 44767954 35185896 TECNOTECNO 13 TIP S 94311142991740726
0263273444 4313524422 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 3316 D 12345678912 131892636654 5555555555555555555555 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 97267977 94538915 ST 29 15836855 FLUJOFLUJOFLUJO CANALCANAL 92044445 88794130 TECNOTECNO 98 TIP S 32557216407429346
0350738056 7555372531 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 5575 D 12345678912 506497065617 6666666666666666666666 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 77132176 32055150 ST 13 15647773 FLUJOFLUJOFLUJO CANALCANAL 73553239 38665318 TECNOTECNO 51 TIP S 57440853058328568
2731400226 1785684849 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 3178 D 12345678912 259274125582 7777777777777777777777 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 06602154 92688305 ST 28 23506051 FLUJOFLUJOFLUJO CANALCANAL 89312546 63388856 TECNOTECNO 09 TIP S 00595356669689086
2221264854 9734832307 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 0789 D 12345678912 713355440229 8888888888888888888888 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 02133741 99222347 ST 34 49108310 FLUJOFLUJOFLUJO CANALCANAL 27294267 77134738 TECNOTECNO 52 TIP S 48456528401950305
4743888486 1723353713 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 1800 D 12345678912 775619660487 9999999999999999999999 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 09548910 04948062 ST 12 02973949 FLUJOFLUJOFLUJO CANALCANAL 56454850 31714069 TECNOTECNO 53 TIP S 07968554749631795
8644700626 0421010581 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 9226 D 12345678912 201897521737 0000000000000000000000 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 68200424 24891469 ST 09 85987831 FLUJOFLUJOFLUJO CANALCANAL 90124330 55922956 TECNOTECNO 44 TIP S 48678011542309370
3615527104 7882202411 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 8622 D 12345678912 861230493574 1111111111111111111111 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 06114905 15403049 ST 99 59983961 FLUJOFLUJOFLUJO CANALCANAL 10984987 84898139 TECNOTECNO 86 TIP S 03613849673939157
4111587014 1318591375 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 2553 D 12345678912 720292124691 2222222222222222222222 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 92963527 12305845 ST 56 21157024 FLUJOFLUJOFLUJO CANALCANAL 76733599 54929837 TECNOTECNO 85 TIP S 49323723906805236
1932480610 3657068795 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 5092 D 12345678912 695345994318 3333333333333333333333 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 06569863 06863863 ST 33 05936424 FLUJOFLUJOFLUJO CANALCANAL 98612658 77052506 TECNOTECNO 68 TIP S 72806388078209502
1511362897 5241997960 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 7638 D 12345678912 422428849796 4444444444444444444444 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 41583015 53010055 ST 83 55105254 FLUJOFLUJOFLUJO CANALCANAL 02571164 14920296 TECNOTECNO 33 TIP S 07079896722367946
0233113282 3386171860 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 6385 D 12345678912 150898666467 5555555555555555555555 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 43069468 37917998 ST 85 70482662 FLUJOFLUJOFLUJO CANALCANAL 39864202 26574799 TECNOTECNO 43 TIP S 97797436857293559
1735375069 5891798369 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 0908 D 12345678912 661295772220 6666666666666666666666 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 63178482 68511764 ST 76 22708661 FLUJOFLUJOFLUJO CANALCANAL 54864752 41146611 TECNOTECNO 10 TIP S 03586071071776035
5986791494 8558096498 NOMBRENOMBRENOMBRENOMBRENOMBRENOMBRENOMB CLTC 3640 D 12345678912 079536047931 7777777777777777777777 ALIASALIASALIASALIASAL TRUNCADOTRUNCADOTRUNCA SOLICITUDSOLICITUDSO 1 01 10619071 55133137 ST 80 32595618 FLUJOFLUJOFLUJO CANALCANAL 28564141 17799564 TECNOTECNO 92 TIP S 43794387101227330
